# Downloaded 10/08/2018
# http://kronos.uchicago.edu/snax/
# All SNe with II in type
"name"	"type"	"Date Exploded (JD)"	"Coordinates"	"Distance (Mpc)"	"galaxy"	"redshift"	"redshiftErr"	"Observation Start Date (JD)"	"instrument"	"Age (days)"	"Flux (10^-13 erg cm^-2 s^-1)"	"isUpperBound"	"fluxErrL"	"fluxErrH"	"Energy Lower Bound (KeV)"	"Energy Upper Bound (KeV)"	"Luminosity (10^39 erg s^-1)"	"lumErrL"	"lumErrH"	"model"	"dateExplodedRef"	"redshiftRef"	"dateExplodedRef"	"coordsRef"	"distRef"	"dateObservedRef"	"fluxRef"	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.5700000000	NGC 0628	0.0021900000	0.000000000000000	2456526.5	Chandra	28	0.098	0	0.032	0.032	0.5	8.0	0.11	0.04	0.04	apec	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.5700000000	NGC 0628	0.0021900000	0.000000000000000	2456557.5	Chandra	59	0.10	0	0.02	0.02	0.5	8.0	0.11	0.02	0.02	apec	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.5700000000	NGC 0628	0.0021900000	0.000000000000000	2456573.5	Chandra	77	0.07	0	0.01	0.01	0.5	8.0	0.08	0.01	0.01	apec	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.5700000000	NGC 0628	0.0021900000	0.000000000000000	2456611.5	Chandra	113	0.070	0	0.013	0.013	0.5	8.0	0.08	0.01	0.01	apec	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
SN 2013ej	IIP/IIL	2456497.5	01 36 48.16 +15 45 31.0	9.5700000000	NGC 0628	0.0021900000	0.000000000000000	2456642.5	Chandra	144	0.048	0	0.008	0.008	0.5	8.0	0.053	0.009	0.009	apec	2015ApJ...806..160B	2014AJ....148..107R	2015ApJ...806..160B	2015ApJ...806..160B	2016ApJ...817...22C	2016ApJ...817...22C	2016ApJ...817...22C	
SN 2011ja	IIP	2455908.5	13 05 11.12 -49 31 27.0	3.00	NGC 4945	0.001797		2455937.5	Chandra ACIS-S	29	0.098	0	0.017	0.017	0.3	10.0	0.011	0.002	0.002	powerLaw	2013ApJ...774...30C	2004MNRAS.350.1195M 	2013ApJ...774...30C	2011CBET.2946....1M 	2005ApJ...633..810M	2013ApJ...774...30C	2013ApJ...774...30C	
SN 2011ja	IIP	2455908.5	13 05 11.12 -49 31 27.0	3.0000000000	NGC 4945	0.0017970000	0.000000000000000	2456021.5	Chandra ACIS-S	113	0.408	0	0.042	0.042	0.3	10.0	0.044	0.005	0.005	powerlaw	2013ApJ...774...30C	2004MNRAS.350.1195M 	2013ApJ...774...30C	2011CBET.2946....1M 	2005ApJ...633..810M	2013ApJ...774...30C	2013ApJ...774...30C	
SN 1980K	IIL	2444540.5	20 35 30.07 +60 06 23.7	5.10	NGC 6946	0.000150	0.000023	2444584.5	Einstien IPC	44	11.2	0	0.0	0.0	0.5	4.0	3.5	0	0	Thermal	1995RPPh...58.1375S	2002LEDA.........0P 	1995RPPh...58.1375S	2008yCat.2283....0B 	1979ApJ...227..729D	1995RPPh...58.1375S	1995RPPh...58.1375S	
SN 1980K	IIL	2444540.5	20 35 30.07 +60 06 23.7	5.1000000000	NGC 6946	0.0001500000	0.000023000000000	2444631.5	Einstein IPC	91	1.85	0	0.0	0.0	0.5	4.0	0.58	0.0	0.0	Thermal	1995RPPh...58.1375S	2002LEDA.........0P 	1995RPPh...58.1375S	2008yCat.2283....0B 	1979ApJ...227..729D	1995RPPh...58.1375S	1995RPPh...58.1375S	
SN 1980K	IIL	2444540.5	20 35 30.07 +60 06 23.7	5.1000000000	NGC 6946	0.0001500000	0.000023000000000	2448791.5	ROSAT PSPC	4251	0.1	0	0.0	0.0	0.2	2.4	0.031	0.0	0.0	Thermal	1995RPPh...58.1375S	2002LEDA.........0P 	1995RPPh...58.1375S	2008yCat.2283....0B 	1979ApJ...227..729D	1995RPPh...58.1375S	1995RPPh...58.1375S	
SN 2006bp	II	2453835.5	11 53 55.74 +52 21 09.4	19.23	NGC 3953	0.003509	0.003509	2453836.5	Swift XRT	3	0.694	0	0.158	0.158	0.2	10.0	3.1	0.7	0.7	Thermal Plasma	2007ApJ...664..435I	2002LEDA.........0P	2007ApJ...664..435I	2006IAUC.8700....4N 	2013AJ....146...86T	2007ApJ...664..435I	2007ApJ...664..435I	
SN 2006bp	II	2453835.5	11 53 55.74 +52 21 09.4	19.2300000000	NGC 3953	0.0035090000	0.003509000000000	2453841.5	Swift XRT	9	0.658	0	0.152	0.152	0.2	10.0	2.9	0.7	0.7	Thermal Plasma	2007ApJ...664..435I	2002LEDA.........0P	2007ApJ...664..435I	2006IAUC.8700....4N 	2013AJ....146...86T	2007ApJ...664..435I	2007ApJ...664..435I	
SN 2006bp	II	2453835.5	11 53 55.74 +52 21 09.4	19.2300000000	NGC 3953	0.0035090000	0.003509000000000	2453848.5	Swift XRT	22	0.4	1	0.0	0.0	0.2	10.0	1.8	0	0	Thermal Plasma	2007ApJ...664..435I	2002LEDA.........0P	2007ApJ...664..435I	2006IAUC.8700....4N 	2013AJ....146...86T	2007ApJ...664..435I	2007ApJ...664..435I	
SN 2006bp	II	2453835.5	11 53 55.74 +52 21 09.4	19.2300000000	NGC 3953	0.0035090000	0.003509000000000	2453856.5	XMM-Newton	21	0.14	0	0.03	0.03	0.2	10.0	0.6	0.1	0.1	Thermal Plasma	2007ApJ...664..435I	2002LEDA.........0P	2007ApJ...664..435I	2006IAUC.8700....4N 	2013AJ....146...86T	2007ApJ...664..435I	2007ApJ...664..435I	
SN 2005kd	IIn	2453684.5	04 03 16.88 +71 43 18.9	63.2000000000	LEDA 14370	0.0150400000	0.000037000000000	2454568.5	Suzaku	884	2.0	0	0.2	0.2	0.2	10.0	96	10	10	VPSHOCK	2016arXiv160706104D	2006AJ....131.1163S	2016arXiv160706104D	2005IAUC.8630....1P	2016arXiv160706104D	2016ApJ...832..194K	2016ApJ...832..194K	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2454578.5	Suzaku	564	5.4	0	0.2	0.2	0.2	10.0	400	10	10	2VPSHOCK	2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2016ApJ...832..194K	2016ApJ...832..194K	
SN 2006jd	IIn	2454014.5	08 02 07.43 +00 48 31.5	79.0000000000	UGC 4179	0.0185530000	0.000090000000000	2456954.5	Suzaku	2940	0.58	0	0.07	0.07	0.2	10.0	43	5	5	VPSHOCK	2012ApJ...755..110C	2002LEDA.........0P	2012ApJ...755..110C	2006IAUC.8762....1I	2012ApJ...755..110C	2016ApJ...832..194K	2016ApJ...832..194K	
